,specie link,description link_genera,pileus_genera,spores_genera,stipes_genera,genera,genera link,Family,Order,Subclass,Class,Phylum,Kingdom,name,description link_index,pileus_index,spores_index,stipes_index,var.,synonyms,description link,pileus,stipes,spores,stipes long,stipes thick,spores 1d,spores 2d,pileus width,stipes long measure,stipes thick measure,spores 1d measure,spores 2d measure,pileus width measure
0,https://www.mykoweb.com/CAF/species/Abortiporus_biennis.html,,,,,,,,,,,,,Abortiporus biennis,,,,,,[],,"Fruiting body annual, terrestrial, fan-shaped to infundibuliform, pilei 8-18 cm broad, often clustered; margin level to uplifted, wavy; upper surface tomentose, white, pinkish, reddish-brown, tan to ochre-brown, faintly azonate; ""aberrant fruitings"" also produced, consisting of cauliflower-like masses, the entire surface poroid; context up to 1.0 cm thick, two-layered, upper layer soft-textured, lower layer leathery-pliant and tough; odor and taste untested.","Stipe if present, poorly developed, up to 5 cm long, 3 cm thick, lateral to central in attachment, well rooted and incrusted with dirt.","Spores 4.5-6.5 x 4.0-5.0 µm, ellipsoid to ovoid, smooth, hyaline, moderately thick-walled, hilar appendage inconspicuous, non-amyloid; chlamydospores present in context, 5.5-7.5 microns, globose, thick-walled; spore deposit not seen.",['5 '],['3 '],"['4.5', '6.5']","['4.0', '5.0 ']","['8', '18 ']",cm,cm,µm,µm,cm
1,https://www.mykoweb.com/CAF/species/Agaricus_moronii.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus moronii,,,,,,['Agaricus albolutescens'],,"Cap (4.0) 6-12 (15) cm broad, convex, becoming plano-convex to plano-depressed; margin incurved, then decurved, overlapping the gills, occasionally wavy and appendiculate from veil fragments; surface dry, glabrous or with appressed fibrils, white to cream, bruising tawny-brown; context 1.5 to 2.0 cm thick, white, firm, tinged pale-peach when cut; odor and taste weakly of anise, musty when dry.","Stipe 2.0-7.0 cm long, 1.5-3.0 cm thick, more or less equal except for a bulbous base, with a narrow, cottony central core; surface of apex pallid, finely striate; lower stipe variable, glabrous to sparsely covered with whitish fibrils, occasionally sheathed with cottony-floccose veil remnants, yellowing like the cap; partial veil two layered, the under-surface cottony-fibrillose, sometimes fragmenting leaving scattered cottony patches over a membranous-tomentose basement layer; annulus superior, thin, initially erect, then pendulous to appressed to the stipe.","Spores 6.0-7.5 x 4.0-5.0 µm, elliptical in face-view, similar in profile, inequilateral, smooth, moderately thick-walled, hilar appendage inconspicuous, germ pore absent.","['2.0', '7.0 ']","['1.5', '3.0 ']","['6.0', '7.5']","['4.0', '5.0 ']","['(4.0) 6', '12 (15) ']",cm,cm,µm,µm,cm
2,https://www.mykoweb.com/CAF/species/Agaricus_arorae.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus arorae,,,,,,[],,"Cap 3-8 cm broad, hemispheric to convex, expanding to plano-convex; margin at first incurved, then decurved; surface dry, disc glabrous to matted tomentose, fibrillose to squamulose toward the margin, cap fibrils hazel-brown to medium-brown over a cream-buff ground color; cuticle slowly bruising reddish, yellowing with KOH; context up to 5 mm thick, soft, off-white, bruising irregularly pinkish-vinaceous where cut; odor indistinct; taste mild.","Stipe 4-9 cm long, 0.5-2.5 cm thick, equal to slightly enlarged at the base, stuffed at maturity; cortex discoloring pinkish-orange when cut; apex surface white, patchy fibrillose over a dull-buff ground color, elsewhere pallid, glabrous to minutely fibrillose-striate, brownish fibrils at the base forming inconspicuous partial rings, stipe base becoming brown to rusty-brown from handling; veil membranous, white, yielding a flaring or pendulous, superior, thin ring, the margin sometimes light brown.","Spores 4.5-5.0 x 3.0-3.5 µm, elliptical, inequilateral in profile, moderately thick-walled, lacking a germ pore.","['4', '9 ']","['0.5', '2.5 ']","['4.5', '5.0']","['3.0', '3.5 ']","['3', '8 ']",cm,cm,µm,µm,cm
3,https://www.mykoweb.com/CAF/species/Agaricus_fissuratus.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus fissuratus,,,,,,['Agaricus arvensis'],,"Cap 6-21 cm broad, convex, expanding to plano-convex; margin incurved, decurved at maturity; surface smooth to finely scaled, cracking in dry weather; disc yellowish-buff, shading to a cream-colored margin, bruising yellow slowly, especially when young; flesh white, unchanging or yellowing slightly, thick, firm, but soft in age; odor and taste of anise when fresh.","Stipe 4-14 cm tall, 1-3.5 cm thick, equal to tapering to an enlarged base, stuffed; surface smooth at the apex, white to cream, sometimes with scattered scales below, occasionally yellowing slowly; veil membranous, upper surface smooth, lower surface, with cream to buff, cottony patches arranged in a gear-tooth pattern, forming a membranous, superior, skirt-like ring.","Spores 6.5-9.0 X 4.5-6 µm, elliptical, smooth; spore print chocolate-brown.","['4', '14 ']","['1', '3.5 ']","['6.5', '9.0 ']","[' 4.5', '6 ']","['6', '21 ']",cm,cm,µm,µm,cm
4,https://www.mykoweb.com/CAF/species/Agaricus_augustus.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus augustus,,,,,,[],,"Cap 6-32 cm broad, convex expanding to plane; surface dry with yellow-brown to brown scales, bruising yellow in age, staining yellow slowly with KOH; Flesh thick, odor sweet, anise or almond-like.","Stipe 10-37 cm long, up to 6 cm thick, equal to enlarged at base, frequently buried; smooth above ring, scaly below; veil with cottony patches, later becoming membranous, forming a skirt-like annulus.","Spores 7.5-10.5 x 5-6.5 µm, elliptical and smooth. Spore print chocolate-brown.","['10', '37 ']",['6 '],"['7.5', '10.5']","['5', '6.5 ']","['6', '32 ']",cm,cm,µm,µm,cm
5,https://www.mykoweb.com/CAF/species/Agaricus_benesii.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus benesii,,,,,,[],,"Cap 4-8 cm broad, convex, broadly convex to nearly plane in age; surface white, dry, innately fibrillose, finely-scaled at the margin, discoloring brown in age; flesh, white, moderately thick, firm, turning pinkish-red when injured; odor pungent of ""mushrooms"", taste mild.","Stipe 5-11 cm tall, 1-2 cm thick, equal, to enlarged at the base, stuffed at maturity; surface white, more or less smooth at the apex, finely scaled below; partial veil white, membranous, two layered, upper surface striate, lower surface with scaly patches, forming a small, superior annulus; flesh white, staining red quickly when injured.","Spores 5-6 x 3-4 µm, smooth, elliptical; spore print blackish-brown.","['5', '11 ']","['1', '2 ']","['5', '6']","['3', '4 ']","['4', '8 ']",cm,cm,µm,µm,cm
6,https://www.mykoweb.com/CAF/species/Agaricus_bernardii.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus bernardii,,,,,,[],,"Cap 7-16 cm broad, convex at first, margin incurved, becoming plane, disk frequently depressed at maturity; surface white, smooth, though typically with warts or cottony scales. Cap tissue turning reddish-orange when cut. Odor, of brine or iodine.","Stipe 4-7 cm long, 3-4.5 cm thick, smooth, narrower at base; veil membranous, sheathing the stipe base, forming a medial ring.","Spores 5.5-7.0 x 5.5-6.5 µm, smooth elliptical. Spore print blackish-brown.","['4', '7 ']","['3', '4.5 ']","['5.5', '7.0']","['5.5', '6.5 ']","['7', '16 ']",cm,cm,µm,µm,cm
7,https://www.mykoweb.com/CAF/species/Agaricus_bisporus.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus bisporus,,,,,,[],,"Cap 5-12 broad, convex at first with incurved margin, becoming plane in age; surface dry, with light brown, usually innate scales over a pallid ground color; flesh thick, white, typically bruising pinkish-brown to orange brown but not changing color in KOH; odor and taste mild.","Stipe 2-5 cm tall, 1.5-2.5 cm thick, more or less equal to slightly bulbous at base; white bruising slowly brown, smooth; veil white,  cottony-membranous, forming a medial to superior ring.","Spores 6-8.5 x 4.5-6 µm, elliptical, smooth. Spore print blackish-brown.","['2', '5 ']","['1.5', '2.5 ']","['6', '8.5']","['4.5', '6 ']","['5', '12']",cm,cm,µm,µm,
8,https://www.mykoweb.com/CAF/species/Agaricus_bitorquis.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus bitorquis,,,,,,['Agaricus rodmani'],,"Cap 5-15 cm broad, convex, becoming broadly so in age, sometimes expanding to plane with an upturned margin; surface smooth, whitish, often with adhering dirt; flesh white, thick, firm, unchanging; odor and taste mild.","Stipe 4-10 cm long, 2-4 cm thick, stout, equal to enlarged below, solid; surface whitish, more or less smooth, sometimes with fine, appressed scales at the apex; veil membranous, thick, white, sheathing from the base of the stipe.","Spores 5-6.5 x 4-5.5 µm, smooth, elliptical; spore print chocolate brown.","['4', '10 ']","['2', '4 ']","['5', '6.5']","['4', '5.5 ']","['5', '15 ']",cm,cm,µm,µm,cm
9,https://www.mykoweb.com/CAF/species/Agaricus_subrufescens.html,,,,,Agaricus  ,https://www.mykoweb.com/CAF/genera/Agaricus.html,Agaricaceae,Agaricales,Agaricomycetidae,Agaricomycetes,Basidiomycota,Fungi,Agaricus subrufescens,,,,,,"['Agaricus blazei', 'Psalliota subrufescens']",,"Cap 6-13 cm broad, cylindrical in button stage, becoming convex, plano-convex at maturity; margin at first incurved, then decurved; surface covered with fine pale-brown, hazel-brown, pinkish-brown to greyish-tan scales, these concentrated at the disc; pileus bruising slowly or aging pale, tawny-brown; context 1.0-1.5 cm thick, whitish, soft, slowly becoming buff-colored; odor faintly of almonds or anise; taste strongly almond/anise-like.","Stipe 6-12 cm long, 1.5-2.5 cm thick, equal to sub-bulbous or bulbous at the base with a thin, white, cottony to hollow pith at maturity; surface of apex glabrous, pallid, sometimes with a satiny sheen, the lower portion decorated with cottony white veil fragments when fresh, often lost in age, then merely fibrillose, at times or with age developing buff-brown, pinkish-tan, to occasionally rust-brown areas; veil two-layered, the universal veil more or less glabrous, whitish, with buff-colored patches near the the cap margin, the partial veil or under-layer, whitish, cottony to felt-like, forming a medial, sub-pendulous ring.","Spores 5.5-6.5 x 4.0-4.5 µ, smooth, broadly elliptical in face-view and profile, slightly inequilateral, hilar appendage not prominent; spore print dark brown.","['6', '12 ']","['1.5', '2.5 ']","['5.5', '6.5']","['4.0', '4.5 ']","['6', '13 ']",cm,cm,µ,µ,cm
